,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
log_tau_participant_raw[469],0.737,0.673,-0.451,1.948,0.011,0.012,4505.0,2454.0,1.0
log_tau_participant_raw[470],-0.117,0.626,-1.078,1.112,0.012,0.016,3673.0,1636.0,1.0
log_tau_participant_raw[471],0.604,0.686,-0.574,1.934,0.011,0.014,4288.0,2327.0,1.0
log_tau_participant_raw[472],0.195,0.682,-0.968,1.43,0.014,0.014,3265.0,2200.0,1.0
log_tau_participant_raw[473],-0.485,0.419,-1.189,0.259,0.009,0.016,3547.0,1568.0,1.01
log_tau_participant_raw[474],-1.58,0.717,-2.883,-0.204,0.012,0.019,4133.0,2105.0,1.0
log_tau_participant_raw[475],0.615,0.707,-0.634,1.899,0.012,0.012,4037.0,2602.0,1.0
log_tau_participant_raw[476],0.722,0.656,-0.398,1.919,0.011,0.012,4389.0,2627.0,1.0
log_tau_participant_raw[477],-1.287,0.372,-2.025,-0.67,0.007,0.009,3565.0,2504.0,1.0
log_tau_participant_raw[478],-0.009,0.704,-1.072,1.366,0.014,0.015,3173.0,1843.0,1.0
log_tau_participant_raw[479],-0.872,0.399,-1.629,-0.176,0.006,0.012,4900.0,2020.0,1.0
log_tau_participant_raw[480],0.456,0.664,-0.69,1.649,0.013,0.013,3579.0,2179.0,1.0
log_tau_participant_raw[481],-0.136,0.774,-1.335,1.395,0.017,0.016,3043.0,1952.0,1.0
log_tau_participant_raw[482],0.003,0.646,-1.023,1.24,0.012,0.014,3680.0,2227.0,1.0
log_tau_participant_raw[483],0.751,0.696,-0.436,2.126,0.011,0.012,4628.0,2552.0,1.0
log_tau_participant_raw[484],0.833,0.667,-0.297,2.14,0.01,0.011,5062.0,2883.0,1.0
log_tau_participant_raw[485],-0.451,0.933,-2.043,1.485,0.013,0.017,5013.0,2549.0,1.0
log_tau_participant_raw[486],0.748,0.68,-0.407,2.029,0.011,0.011,4410.0,2848.0,1.0
log_tau_participant_raw[487],-0.625,0.488,-1.423,0.324,0.008,0.015,5660.0,1987.0,1.0
log_tau_participant_raw[488],-0.409,0.92,-2.161,1.348,0.013,0.016,5267.0,2880.0,1.0
log_tau_participant_raw[489],0.695,0.719,-0.522,2.121,0.012,0.013,4420.0,2451.0,1.0
log_tau_participant_raw[490],-0.0,0.762,-1.236,1.497,0.012,0.014,4658.0,2535.0,1.0
log_tau_participant_raw[491],0.34,0.733,-0.93,1.677,0.013,0.013,3542.0,2205.0,1.0
log_tau_participant_raw[492],0.556,0.706,-0.718,1.78,0.011,0.014,5277.0,2475.0,1.0
log_tau_participant_raw[493],0.595,0.659,-0.494,1.836,0.012,0.014,3794.0,2220.0,1.0
log_tau_participant_raw[494],0.478,0.667,-0.698,1.7,0.011,0.012,4248.0,2451.0,1.0
log_tau_participant_raw[495],0.637,0.691,-0.554,1.918,0.011,0.013,4854.0,2323.0,1.0
log_tau_participant_raw[496],0.788,0.675,-0.399,2.041,0.011,0.011,4203.0,2549.0,1.0
log_tau_participant_raw[497],0.736,0.683,-0.489,2.009,0.011,0.013,4754.0,2462.0,1.01
log_tau_participant_raw[498],0.994,0.685,-0.273,2.274,0.011,0.013,5050.0,2264.0,1.0
log_tau_participant_raw[499],0.428,0.733,-0.793,1.896,0.011,0.012,5338.0,2573.0,1.0
log_tau_participant_raw[500],0.314,0.743,-0.947,1.685,0.012,0.014,4735.0,2590.0,1.0
log_tau_participant_raw[501],0.461,0.707,-0.74,1.744,0.01,0.011,5610.0,3015.0,1.0
log_tau_participant_raw[502],0.114,0.756,-1.152,1.508,0.013,0.013,4266.0,2533.0,1.0
log_tau_participant_raw[503],0.551,0.725,-0.677,1.877,0.012,0.014,4195.0,2491.0,1.0
log_tau_participant_raw[504],-0.408,0.809,-1.802,1.203,0.012,0.015,6061.0,2759.0,1.0
log_tau_participant_raw[505],-1.611,0.67,-2.834,-0.368,0.01,0.014,4709.0,2822.0,1.0
log_tau_participant_raw[506],-1.142,0.548,-2.037,-0.057,0.011,0.018,3606.0,1850.0,1.0
log_tau_participant_raw[507],0.85,0.665,-0.352,2.105,0.01,0.012,5114.0,2697.0,1.0
log_tau_participant_raw[508],-0.996,0.544,-1.953,-0.025,0.01,0.021,4750.0,1636.0,1.0
log_tau_participant_raw[509],-0.082,0.579,-1.026,1.045,0.012,0.013,3325.0,1912.0,1.0
log_tau_participant_raw[510],0.057,0.834,-1.371,1.636,0.013,0.013,4780.0,2797.0,1.0
log_tau_participant_raw[511],-0.127,0.705,-1.255,1.281,0.014,0.014,3682.0,2189.0,1.0
log_tau_participant_raw[512],0.332,0.753,-0.978,1.715,0.012,0.012,4569.0,2919.0,1.0
log_tau_participant_raw[513],0.431,0.689,-0.772,1.667,0.012,0.013,3940.0,2616.0,1.0
log_tau_participant_raw[514],0.755,0.7,-0.469,2.079,0.011,0.012,5203.0,2641.0,1.0
log_tau_participant_raw[515],-0.427,0.926,-1.989,1.369,0.014,0.018,4950.0,2520.0,1.0
log_tau_participant_raw[516],0.76,0.731,-0.474,2.161,0.011,0.015,5200.0,2581.0,1.0
log_tau_participant_raw[517],-0.814,0.973,-2.577,1.053,0.015,0.019,4915.0,2467.0,1.0
log_tau_participant_raw[518],0.62,0.754,-0.77,1.987,0.01,0.012,6244.0,2744.0,1.0
log_tau_participant_raw[519],-0.141,0.597,-1.105,1.024,0.012,0.014,3521.0,1999.0,1.0
log_tau_participant_raw[520],0.748,0.715,-0.465,2.131,0.011,0.013,4906.0,2336.0,1.0
log_tau_participant_raw[521],-0.43,1.017,-2.279,1.5,0.013,0.017,6828.0,2957.0,1.0
log_tau_participant_raw[522],-0.441,0.994,-2.214,1.481,0.014,0.018,5387.0,2974.0,1.0
log_tau_participant_raw[523],0.717,0.716,-0.574,2.01,0.011,0.012,4944.0,2832.0,1.0
log_tau_participant_raw[524],-0.264,0.854,-1.555,1.567,0.013,0.015,4884.0,2755.0,1.0
log_tau_participant_raw[525],0.508,0.751,-0.769,1.978,0.013,0.014,4302.0,2323.0,1.0
log_tau_participant_raw[526],-0.625,0.585,-1.587,0.529,0.011,0.016,4067.0,1639.0,1.0
log_tau_participant_raw[527],0.653,0.685,-0.562,1.932,0.01,0.012,5507.0,2542.0,1.0
log_tau_participant_raw[528],0.734,0.657,-0.385,1.949,0.011,0.013,4582.0,2335.0,1.0
log_tau_participant_raw[529],-0.301,0.566,-1.254,0.742,0.012,0.015,3408.0,1889.0,1.0
log_tau_participant_raw[530],-1.356,0.576,-2.493,-0.341,0.011,0.02,2907.0,1501.0,1.0
log_tau_participant_raw[531],-0.674,0.467,-1.467,0.236,0.008,0.014,4311.0,2047.0,1.0
log_tau_participant_raw[532],0.853,0.67,-0.314,2.118,0.01,0.011,4702.0,2760.0,1.0
log_tau_participant_raw[533],-1.088,0.35,-1.753,-0.454,0.005,0.007,4321.0,2387.0,1.0
log_tau_participant_raw[534],-0.964,0.385,-1.659,-0.235,0.007,0.009,3952.0,1984.0,1.0
log_tau_participant_raw[535],1.265,0.655,0.098,2.509,0.01,0.012,4869.0,2492.0,1.0
log_tau_participant_raw[536],-2.051,0.53,-3.019,-1.037,0.007,0.01,5190.0,2799.0,1.0
log_tau_participant_raw[537],-0.301,0.613,-1.218,0.953,0.014,0.017,2928.0,1646.0,1.0
log_tau_participant_raw[538],0.278,0.687,-0.865,1.6,0.013,0.013,3725.0,2602.0,1.0
log_tau_participant_raw[539],-1.101,0.407,-1.852,-0.381,0.007,0.012,4157.0,1980.0,1.0
log_tau_participant_raw[540],-0.532,0.558,-1.396,0.573,0.012,0.018,3204.0,1542.0,1.0
log_tau_participant_raw[541],-0.008,0.681,-1.103,1.297,0.014,0.016,3141.0,1771.0,1.0
log_tau_participant_raw[542],-1.849,0.53,-2.873,-0.922,0.009,0.009,4002.0,2505.0,1.0
log_tau_participant_raw[543],0.736,0.73,-0.554,2.121,0.01,0.013,5976.0,2729.0,1.0
log_tau_participant_raw[544],-1.043,0.874,-2.821,0.544,0.012,0.019,5433.0,2503.0,1.0
log_tau_participant_raw[545],0.786,0.692,-0.384,2.143,0.011,0.012,4318.0,2785.0,1.0
log_tau_participant_raw[546],0.706,0.697,-0.486,2.066,0.011,0.013,4499.0,2391.0,1.0
log_tau_participant_raw[547],-1.096,0.773,-2.444,0.465,0.014,0.019,4114.0,2043.0,1.0
log_tau_participant_raw[548],0.628,0.657,-0.467,1.898,0.011,0.014,4550.0,2428.0,1.0
log_tau_participant_raw[549],0.859,0.665,-0.31,2.082,0.01,0.012,4794.0,2494.0,1.0
log_tau_participant_raw[550],0.877,0.697,-0.284,2.225,0.011,0.013,5014.0,2421.0,1.0
log_tau_participant_raw[551],-0.124,0.651,-1.095,1.22,0.014,0.018,3436.0,1875.0,1.0
log_tau_participant_raw[552],-0.893,0.403,-1.596,-0.15,0.007,0.019,4457.0,1648.0,1.0
log_tau_participant_raw[553],0.735,0.637,-0.333,1.949,0.01,0.011,4684.0,2580.0,1.0
log_tau_participant_raw[554],-1.277,0.401,-2.037,-0.524,0.007,0.007,3836.0,2542.0,1.0
log_tau_participant_raw[555],0.951,0.648,-0.165,2.194,0.01,0.011,4626.0,2687.0,1.0
log_tau_participant_raw[556],0.508,0.632,-0.527,1.749,0.012,0.012,3739.0,2102.0,1.0
log_tau_participant_raw[557],-1.211,0.526,-2.181,-0.289,0.008,0.017,4999.0,2385.0,1.0
log_tau_participant_raw[558],-0.425,0.53,-1.321,0.538,0.011,0.016,3522.0,1907.0,1.0
log_tau_participant_raw[559],0.699,0.659,-0.474,1.909,0.011,0.012,4728.0,2617.0,1.0
log_tau_participant_raw[560],-0.594,0.416,-1.272,0.146,0.008,0.017,4055.0,1906.0,1.0
log_tau_participant_raw[561],-0.498,0.544,-1.329,0.584,0.012,0.018,3191.0,1583.0,1.0
log_tau_participant_raw[562],-1.229,0.379,-1.957,-0.564,0.008,0.012,2947.0,2391.0,1.0
log_tau_participant_raw[563],0.897,0.657,-0.189,2.159,0.01,0.012,4749.0,2789.0,1.0
log_tau_participant_raw[564],0.139,0.59,-0.748,1.345,0.012,0.014,3449.0,1918.0,1.0
log_tau_participant_raw[565],-0.748,0.512,-1.59,0.199,0.013,0.022,2465.0,1252.0,1.0
log_tau_participant_raw[566],0.264,0.737,-0.975,1.641,0.013,0.016,4422.0,2458.0,1.0
log_tau_participant_raw[567],0.63,0.701,-0.477,2.081,0.011,0.013,4847.0,2543.0,1.0
log_tau_participant_raw[568],-0.254,0.467,-1.051,0.624,0.009,0.012,3496.0,1936.0,1.0
log_tau_participant_raw[569],-0.477,0.893,-2.043,1.213,0.015,0.015,4367.0,2707.0,1.0
mu_log_tau,1.818,0.274,1.299,2.322,0.008,0.004,1110.0,2107.0,1.0
sigma_beta_cat[0],0.252,0.207,0.0,0.634,0.004,0.004,2329.0,1894.0,1.0
sigma_beta_cat[1],0.352,0.217,0.001,0.721,0.005,0.003,1508.0,1343.0,1.0
sigma_beta_cat[2],0.539,0.239,0.116,0.981,0.005,0.004,2235.0,1636.0,1.0
sigma_beta_cat[3],0.24,0.198,0.0,0.601,0.004,0.003,2173.0,1926.0,1.0
sigma_beta_cat[4],0.268,0.207,0.001,0.646,0.004,0.004,1766.0,1980.0,1.0
sigma_beta_cat[5],0.353,0.208,0.009,0.717,0.004,0.004,1763.0,1477.0,1.0
sigma_log_tau_participant,1.42,0.091,1.258,1.593,0.002,0.001,1670.0,2190.0,1.0
